Id,X,Y,Z,dX,dY,dZ,Geological Model B
4142,887485,27913280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4143,888485,27913280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4144,889485,27913280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4145,890485,27913280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4146,891485,27913280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4147,892485,27913280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4148,893485,27913280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4149,894485,27913280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4150,895485,27913280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4151,896485,27913280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4152,897485,27913280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4153,898485,27913280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4154,899485,27913280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4155,900485,27913280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4156,901485,27913280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4157,902485,27913280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4160,873485,27914280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4161,874485,27914280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4162,875485,27914280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4163,876485,27914280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4164,877485,27914280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4165,878485,27914280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4166,879485,27914280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4167,880485,27914280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4168,881485,27914280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4169,882485,27914280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4170,883485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4171,884485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4172,885485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4173,886485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4174,887485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4175,888485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4176,889485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4177,890485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4178,891485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4179,892485,27914280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4180,893485,27914280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4181,894485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4182,895485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4183,896485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4184,897485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4185,898485,27914280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4186,899485,27914280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4187,900485,27914280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4188,901485,27914280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4189,902485,27914280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4192,873485,27915280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4193,874485,27915280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4194,875485,27915280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4195,876485,27915280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4196,877485,27915280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4197,878485,27915280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4198,879485,27915280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4199,880485,27915280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4200,881485,27915280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4201,882485,27915280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4202,883485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4203,884485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4204,885485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4205,886485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4206,887485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4207,888485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4208,889485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4209,890485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4210,891485,27915280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4211,892485,27915280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4212,893485,27915280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4213,894485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4214,895485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4215,896485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4216,897485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4217,898485,27915280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4218,899485,27915280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4219,900485,27915280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4220,901485,27915280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4221,902485,27915280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4224,873485,27916280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4225,874485,27916280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4226,875485,27916280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4227,876485,27916280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4228,877485,27916280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4229,878485,27916280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4230,879485,27916280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4231,880485,27916280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4232,881485,27916280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4233,882485,27916280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4234,883485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4235,884485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4236,885485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4237,886485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4238,887485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4239,888485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4240,889485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4241,890485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4242,891485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4243,892485,27916280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4244,893485,27916280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4245,894485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4246,895485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4247,896485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4248,897485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4249,898485,27916280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4250,899485,27916280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4251,900485,27916280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4252,901485,27916280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4253,902485,27916280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4256,873485,27917280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4257,874485,27917280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4258,875485,27917280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4259,876485,27917280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4260,877485,27917280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4261,878485,27917280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4262,879485,27917280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4263,880485,27917280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4264,881485,27917280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4265,882485,27917280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4266,883485,27917280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4267,884485,27917280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4268,885485,27917280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4269,886485,27917280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4270,887485,27917280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4271,888485,27917280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4272,889485,27917280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4273,890485,27917280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4274,891485,27917280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4275,892485,27917280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4276,893485,27917280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4277,894485,27917280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4278,895485,27917280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4279,896485,27917280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4280,897485,27917280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4281,898485,27917280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4282,899485,27917280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4283,900485,27917280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4284,901485,27917280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4285,902485,27917280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4288,873485,27918280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4289,874485,27918280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4290,875485,27918280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4291,876485,27918280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4292,877485,27918280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4293,878485,27918280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4294,879485,27918280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4295,880485,27918280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4296,881485,27918280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4297,882485,27918280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4298,883485,27918280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4299,884485,27918280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4300,885485,27918280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4301,886485,27918280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4302,887485,27918280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4303,888485,27918280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4304,889485,27918280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4305,890485,27918280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4306,891485,27918280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4307,892485,27918280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4308,893485,27918280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4309,894485,27918280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4310,895485,27918280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4311,896485,27918280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4312,897485,27918280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4313,898485,27918280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4314,899485,27918280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4315,900485,27918280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4316,901485,27918280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4317,902485,27918280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4320,873485,27919280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4321,874485,27919280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4322,875485,27919280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4323,876485,27919280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4324,877485,27919280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4325,878485,27919280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4326,879485,27919280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4327,880485,27919280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4328,881485,27919280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4329,882485,27919280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4330,883485,27919280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4331,884485,27919280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4332,885485,27919280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4333,886485,27919280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4334,887485,27919280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4335,888485,27919280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4336,889485,27919280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4337,890485,27919280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4338,891485,27919280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4339,892485,27919280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4340,893485,27919280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4341,894485,27919280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4342,895485,27919280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4343,896485,27919280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4344,897485,27919280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4345,898485,27919280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4346,899485,27919280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4347,900485,27919280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4348,901485,27919280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4349,902485,27919280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4352,873485,27920280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4353,874485,27920280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4354,875485,27920280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4355,876485,27920280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4356,877485,27920280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4357,878485,27920280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4358,879485,27920280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4359,880485,27920280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4360,881485,27920280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4361,882485,27920280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4362,883485,27920280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4363,884485,27920280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4364,885485,27920280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4365,886485,27920280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4366,887485,27920280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4367,888485,27920280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4368,889485,27920280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4369,890485,27920280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4370,891485,27920280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4371,892485,27920280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4372,893485,27920280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4373,894485,27920280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4374,895485,27920280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4375,896485,27920280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4376,897485,27920280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4377,898485,27920280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4378,899485,27920280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4379,900485,27920280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4380,901485,27920280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4381,902485,27920280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4384,873485,27921280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4385,874485,27921280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4386,875485,27921280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4387,876485,27921280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4388,877485,27921280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4389,878485,27921280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4390,879485,27921280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4391,880485,27921280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4392,881485,27921280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4393,882485,27921280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4394,883485,27921280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4395,884485,27921280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4396,885485,27921280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4397,886485,27921280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4398,887485,27921280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4399,888485,27921280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4400,889485,27921280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4401,890485,27921280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4402,891485,27921280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4403,892485,27921280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4404,893485,27921280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4405,894485,27921280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4406,895485,27921280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4407,896485,27921280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4408,897485,27921280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4409,898485,27921280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4410,899485,27921280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4411,900485,27921280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4412,901485,27921280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4413,902485,27921280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4416,873485,27922280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4417,874485,27922280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4418,875485,27922280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4419,876485,27922280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4420,877485,27922280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4421,878485,27922280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4422,879485,27922280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4423,880485,27922280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4424,881485,27922280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4425,882485,27922280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4426,883485,27922280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4427,884485,27922280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4428,885485,27922280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4429,886485,27922280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4430,887485,27922280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4431,888485,27922280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4432,889485,27922280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4433,890485,27922280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4434,891485,27922280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4435,892485,27922280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4436,893485,27922280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4437,894485,27922280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4438,895485,27922280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4439,896485,27922280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4440,897485,27922280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4441,898485,27922280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4442,899485,27922280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4443,900485,27922280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4444,901485,27922280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4445,902485,27922280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4448,873485,27923280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4449,874485,27923280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4450,875485,27923280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4451,876485,27923280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4452,877485,27923280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4453,878485,27923280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4454,879485,27923280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4455,880485,27923280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4456,881485,27923280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4457,882485,27923280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4458,883485,27923280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4459,884485,27923280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4460,885485,27923280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4461,886485,27923280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4462,887485,27923280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4463,888485,27923280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4464,889485,27923280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4465,890485,27923280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4466,891485,27923280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4467,892485,27923280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4468,893485,27923280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4469,894485,27923280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4470,895485,27923280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4471,896485,27923280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4472,897485,27923280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4473,898485,27923280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4474,899485,27923280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4475,900485,27923280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4476,901485,27923280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4477,902485,27923280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4480,873485,27924280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4481,874485,27924280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4482,875485,27924280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4483,876485,27924280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4484,877485,27924280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4485,878485,27924280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4486,879485,27924280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4487,880485,27924280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4488,881485,27924280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4489,882485,27924280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4490,883485,27924280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4491,884485,27924280.2,5097.700000000001,1000,1000,1000,Cm Pioche Shale (and limestone)
4492,885485,27924280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4493,886485,27924280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4494,887485,27924280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4495,888485,27924280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4496,889485,27924280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4497,890485,27924280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4498,891485,27924280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4499,892485,27924280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4500,893485,27924280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4501,894485,27924280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4502,895485,27924280.2,5097.700000000001,1000,1000,1000,pC  meta quartzite basement
4503,896485,27924280.2,5097.700000000001,1000,1000,1000,CpCs quartzite
4504,897485,27924280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4505,898485,27924280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4506,899485,27924280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4507,900485,27924280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4508,901485,27924280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4509,902485,27924280.2,5097.700000000001,1000,1000,1000,Ts3 sedimentary with tuff
4512,873485,27925280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4513,874485,27925280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
4514,875485,27925280.2,5097.700000000001,1000,1000,1000,Qta basin-fill
