2_y,
Time,Acceleration
TIME,ACCEL
6.575,-0.02977397
6.58,-0.030989995
6.585,-0.022604328
6.59,-0.012295578
6.595,0.008757927
6.6,0.031733339
6.605,0.066150758
6.61,0.102430459
6.615,0.150139812
6.62,0.199633974
6.625,0.259984098
6.63,0.322942791
6.635,0.394972635
6.64,0.470699587
6.645,0.552996994
6.65,0.638746341
6.655,0.725260607
6.66,0.813079158
6.665,0.896112064
6.67,0.980370801
6.675,1.053822609
6.68,1.128157016
6.685,1.186114318
6.69,1.244856151
6.695,1.282415621
6.7,1.320465423
6.705,1.334096666
6.71,1.347825976
6.715,1.335763797
6.72,1.323603551
6.725,1.286534414
6.73,1.248974944
6.735,1.189546645
6.74,1.128745415
6.745,1.051861279
6.75,0.973427692
6.755,0.884599057
6.76,0.795701774
6.765,0.701538321
6.77,0.605854837
6.775,0.511514864
6.78,0.415380274
6.785,0.326522218
6.79,0.23363363
6.795,0.154641064
6.8,0.074104931
6.805,0.017147908
6.81,-0.042421607
6.815,-0.081212791
6.82,-0.122033953
6.825,-0.140558714
6.83,-0.162368704
6.835,-0.162015665
6.84,-0.164967466
6.845,-0.147903895
6.85,-0.134478591
6.855,-0.103214991
6.86,-0.073692071
6.865,-0.022232656
6.87,0.023549689
6.875,0.076390862
6.88,0.125652606
6.885,0.177245392
6.89,0.22929909
6.895,0.282617846
6.9,0.337888126
6.905,0.378320944
6.91,0.415017428
6.915,0.4429958
6.92,0.467914498
6.925,0.483183452
6.93,0.495039692
6.935,0.741971139
6.94,0.727349424
6.945,0.703646751
6.95,0.677041309
6.955,0.641511816
6.96,0.60215773
6.965,0.579592628
6.97,0.55526233
6.975,0.522174693
6.98,0.482644086
6.985,0.434797441
6.99,0.383949961
6.995,0.319716403
7,0.254600247
7.005,0.183600101
7.01,0.110648432
7.015,0.043518971
7.02,-0.02641225
7.025,-0.096951484
7.03,-0.168978386
7.035,-0.238801734
7.04,-0.309841107
7.045,-0.376379227
7.05,-0.443898012
7.055,-0.505493581
7.06,-0.567785422
7.065,-0.623840233
7.07,-0.680306924
7.075,-0.731075951
7.08,-0.781217352
7.085,-0.827720487
7.09,-0.863259786
7.095,-0.890012327
7.1,-0.915980337
7.105,-0.941104974
7.11,-0.965651019
7.115,-0.989687118
7.12,-1.008025554
7.125,-1.029109851
7.13,-1.049213484
7.135,-1.071082313
7.14,-1.086282621
7.145,-1.104424923
7.15,-1.114427706
7.155,-1.12805895
7.16,-1.136394602
7.165,-1.148652915
7.17,-1.153163974
7.175,-1.150320045
7.18,-1.145024454
7.185,-1.144141856
7.19,-1.141592127
7.195,-1.143259257
7.2,-1.139728863
7.205,-1.140121129
7.21,-1.123940157
7.215,-1.110995379
7.22,-1.100011931
7.225,-1.09246081
7.23,-1.085792288
7.235,-1.081575429
7.24,-1.075985638
7.245,-1.072357178
7.25,-1.067355786
7.255,-1.065100257
7.26,-1.062256328
7.265,-1.059804666
7.27,-1.056274272
7.275,-1.053136144
7.28,-1.048723151
7.285,-1.043525627
7.29,-1.037249371
7.295,-1.03195378
7.3,-1.02577559
7.305,-1.016949605
7.31,-1.007241022
7.315,-0.993511712
7.32,-0.978899803
7.325,-0.958727524
7.33,-0.938751378
7.335,-0.913940553
7.34,-0.888198097
7.345,-0.853629656
7.35,-0.820218399
7.355,-0.781599812
7.36,-0.742010366
7.365,-0.69264369
7.37,-0.64308088
7.375,-0.593586718
7.38,-0.555193683
7.385,-0.50821983
7.39,-0.46067719
7.395,-0.409005952
7.4,-0.357158193
7.405,-0.30415325
7.41,-0.2468628
7.415,-0.192837966
7.42,-0.144746154
7.425,-0.103783777
7.43,-0.067236344
7.435,-0.054492612
7.44,-0.041107515
7.445,-0.038171404
7.45,-0.0342713
7.455,-0.039413907
7.46,-0.045780384
7.465,-0.060147126
7.47,-0.074724712
7.475,-0.079571158
7.48,-0.090040738
7.485,-0.107186685
7.49,-0.125927193
7.495,-0.138332605
7.5,-0.149708319
7.505,-0.149884839
7.51,-0.151100863
7.515,-0.146727097
7.52,-0.145207067
7.525,-0.131948476
7.53,-0.106304086
7.535,-0.089487643
7.54,-0.074100028
7.545,-0.050156111
7.55,-0.028909024
7.555,-0.012531918
7.56,-0.003650918
7.565,0.011185465
7.57,0.02057239
7.575,0.03844501
7.58,0.056014604
7.585,0.081319684
7.59,0.107824117
7.595,0.138911197
7.6,0.161407652
7.605,0.182187944
7.61,0.202301383
7.615,0.22932851
7.62,0.261396256
7.625,0.296896329
7.63,0.333896819
7.635,0.370828663
7.64,0.409476671
7.645,0.446261415
7.65,0.485203622
7.655,0.518840432
7.66,0.553761912
7.665,0.580632035
7.67,0.60774752
7.675,0.625350457
7.68,0.643983092
7.685,0.654211428
7.69,0.66471435
7.695,0.667774025
7.7,0.671108286
7.705,0.667322919
7.71,0.662919733
7.715,0.656751351
7.72,0.651377306
7.725,0.64557177
7.73,0.638157942
7.735,0.636039706
7.74,0.632215112
7.745,0.63555918
7.75,0.639932946
7.755,0.653632836
7.76,0.66468493
7.765,0.687505005
7.77,0.711354778
7.775,0.748767147
7.78,0.786993469
7.785,0.836193432
7.79,0.885550302
7.795,0.943615476
7.8,1.004397093
7.805,1.069120983
7.81,1.134629405
7.815,1.198568763
7.82,1.263488786
7.825,1.321053822
7.83,1.378913057
7.835,1.42225845
7.84,1.466290308
7.845,1.492375997
7.85,1.519442351
7.855,1.524737942
7.86,1.530916132
7.865,1.513656428
7.87,1.497769655
7.875,1.458150789
7.88,1.419414521
7.885,1.360280422
7.89,1.305657381
7.895,1.233382371
7.9,1.162088025
7.905,1.082065761
7.91,1.002729963
7.915,0.915136965
7.92,0.819580967
7.925,0.729281334
7.93,0.63945242
7.935,0.558253358
7.94,0.477711341
7.945,0.41208524
7.95,0.34739077
7.955,0.299465671
7.96,0.249687116
7.965,0.232339152
7.97,0.215295194
7.975,0.21773705
7.98,0.221179184
7.985,0.236997311
7.99,0.252570271
7.995,0.270388954
8,0.293669941
8.005,0.31214567
8.01,0.324541275
8.015,0.336250415
8.02,0.361208339
8.025,0.406328736
8.03,0.439857672
8.035,0.462050121
8.04,0.47672087
8.045,0.478221287
8.05,0.482977513
8.055,0.460863517
8.06,0.432404618
8.065,0.381439458
8.07,0.328699295
8.075,0.254286435
8.08,0.179697055
8.085,0.085122703
8.09,-0.010127327
8.095,-0.123524563
8.1,-0.236634465
8.105,-0.362659724
8.11,-0.489136089
8.115,-0.623801007
8.12,-0.758622831
8.125,-0.894405707
8.13,-1.030678915
8.135,-1.162970624
8.14,-1.294772
8.145,-1.412745999
8.15,-1.531210331
8.155,-1.633101425
8.16,-1.734894452
8.165,-1.811288255
8.17,-1.882680667
8.175,-1.927791257
8.18,-1.972117315
8.185,-1.988102155
8.19,-2.005361859
8.195,-1.993888078
8.2,-1.98290463
8.205,-1.944658695
8.21,-1.907491492
8.215,-1.84590573
8.22,-1.785496766
8.225,-1.704984169
8.23,-1.625550304
8.235,-1.531210331
8.24,-1.438047156
8.245,-1.335763797
8.25,-1.234657235
8.255,-1.13002028
8.26,-1.025971723
8.265,-0.92381585
8.27,-0.823003488
8.275,-0.72934998
8.28,-0.640178112
8.285,-0.563352816
8.29,-0.486753073
8.295,-0.423902253
8.3,-0.362483204
8.305,-0.317294161
8.31,-0.273566308
8.315,-0.245636969
8.32,-0.222150042
8.325,-0.212961211
8.33,-0.205272798
8.335,-0.20977405
8.34,-0.215010801
8.345,-0.227582927
8.35,-0.241527983
8.355,-0.259052466
8.36,-0.277224189
8.365,-0.293973947
8.37,-0.318421926
8.375,-0.336995721
8.38,-0.356913027
8.385,-0.367072716
8.39,-0.378065971
8.395,-0.372162368
8.4,-0.365837078
8.405,-0.343458303
8.41,-0.321207014
8.415,-0.286452247
8.42,-0.255482846
8.425,-0.195848607
8.43,-0.154405704
8.435,-0.091965783
8.44,-0.030158391
8.445,0.052065466
8.45,0.13357638
8.455,0.232456832
8.46,0.332523888
8.465,0.448006999
8.47,0.563039003
8.475,0.686426273
8.48,0.808940752
8.485,0.935750543
8.49,1.062354395
8.495,1.186506584
8.5,1.310560706
8.505,1.419120322
8.51,1.526699272
8.515,1.615449455
8.52,1.703611238
8.525,1.766766064
8.53,1.830018957
8.535,1.8632635
8.54,1.896998376
8.545,1.893271849
8.55,1.890329854
8.555,1.853849116
8.56,1.818545176
8.565,1.752056089
8.57,1.687626399
8.575,1.59681682
8.58,1.507772438
8.585,1.398526357
8.59,1.291045473
8.595,1.170521744
8.6,1.052155479
8.605,0.928268069
8.61,0.806557736
8.615,0.686151687
8.62,0.567971748
8.625,0.456617237
8.63,0.347812456
8.635,0.24900065
8.64,0.152434568
8.645,0.066506749
8.65,-0.017410726
8.655,-0.091742191
8.66,-0.163368982
8.665,-0.224856678
8.67,-0.283990777
8.675,-0.340741861
8.68,-0.395855234
8.685,-0.452439604
8.69,-0.506670379
8.695,-0.565971191
8.7,-0.622869375
8.705,-0.687004866
8.71,-0.748669081
8.715,-0.818119776
8.72,-0.885040356
8.725,-0.958521584
8.73,-1.029404051
8.735,-1.104621056
8.74,-1.179739995
8.745,-1.257114464
8.75,-1.331939203
8.755,-1.401958684
8.76,-1.46933037
8.765,-1.526993472
8.77,-1.581420379
8.775,-1.627805834
8.78,-1.682232741
8.785,-1.721263208
8.79,-1.757940079
8.795,-1.777651446
8.8,-1.795401482
8.805,-1.798343477
8.81,-1.8047178
8.815,-1.797460879
8.82,-1.788536827
8.825,-1.76911966
8.83,-1.748329562
8.835,-1.720870942
8.84,-1.688508997
8.845,-1.650164996
8.85,-1.608977066
8.855,-1.569456266
8.86,-1.528954802
8.865,-1.490022401
8.87,-1.449520937
8.875,-1.406665876
8.88,-1.357436493
8.885,-1.309776174
8.89,-1.263194587
8.895,-1.217495598
8.9,-1.164539688
8.905,-1.111583778
8.91,-1.059020134
8.915,-1.005083559
8.92,-0.95127447
8.925,-0.893483882
8.93,-0.83579136
8.935,-0.77267576
8.94,-0.709903394
8.945,-0.640315405
8.95,-0.571423689
8.955,-0.494088447
8.96,-0.41589022
8.965,-0.328208962
8.97,-0.241527983
8.975,-0.145511073
8.98,-0.050725878
8.985,0.053050054
8.99,0.155347143
8.995,0.265720988
9,0.378664176
9.005,0.500629483
9.01,0.618789808
9.015,0.691378632
9.02,0.768184314
9.025,0.848667491
9.03,0.930209786
9.035,0.996845973
9.04,1.063825392
9.045,1.129628014
9.05,1.193469305
9.055,1.254957001
9.06,1.3143853
9.065,1.368812207
9.07,1.421375851
9.075,1.46736904
9.08,1.511498965
9.085,1.548371969
9.09,1.587598569
9.095,1.615939787
9.1,1.641535144
9.105,1.663894306
9.11,1.683801805
9.115,1.692039391
9.12,1.703317039
9.125,1.703218972
9.13,1.701846041
9.135,1.69066646
9.14,1.701061509
9.145,1.686253468
9.15,1.667718899
9.155,1.642123543
9.16,1.615547521
9.165,1.583773975
9.17,1.553765626
9.175,1.526797339
9.18,1.499044519
9.185,1.472860764
9.19,1.445107944
9.195,1.414609263
9.2,1.378128525
9.205,1.344393649
9.21,1.309678108
9.215,1.276531631
9.22,1.242600622
9.225,1.21043481
9.23,1.177484466
9.235,1.146397385
9.24,1.114525773
9.245,1.080888963
9.25,1.041073964
9.255,1.007535221
9.26,0.976271621
9.265,0.946331918
9.27,0.915960723
9.275,0.886805553
9.28,0.858984087
9.285,0.831711793
9.29,0.802958695
9.295,0.774352697
9.3,0.750169498
9.305,0.725731327
9.31,0.700449783
9.315,0.672579284
9.32,0.643698699
9.325,0.613484411
9.33,0.58277979
9.335,0.549123367
9.34,0.515251198
9.345,0.478613553
9.35,0.441730743
9.355,0.392854399
9.36,0.359894248
9.365,0.323668483
9.37,0.284579176
9.375,0.241018037
9.38,0.197780517
9.385,0.150296718
9.39,0.102322586
9.395,0.050663115
9.4,0.007609078
9.405,-0.038043918
9.41,-0.083263362
9.415,-0.130801098
9.42,-0.177843598
9.425,-0.225709856
9.43,-0.272997523
9.435,-0.320098863
9.44,-0.36656277
9.445,-0.411918527
9.45,-0.456607431
9.455,-0.499393845
9.46,-0.541493891
9.465,-0.581063626
9.47,-0.619946993
9.475,-0.655819719
9.48,-0.690996172
9.485,-0.722848172
9.49,-0.754003899
9.495,-0.781609618
9.5,-0.811000148
9.505,-0.833839836
9.51,-0.830868421
9.515,-0.824229319
9.52,-0.816972398
9.525,-0.807911054
9.53,-0.790759223
9.535,-0.773283772
9.54,-0.758289405
9.545,-0.740784534
9.55,-0.723044305
9.555,-0.703019125
9.56,-0.682856653
9.565,-0.660811304
9.57,-0.638716921
9.575,-0.615102508
9.58,-0.591546935
9.585,-0.566235971
9.59,-0.541072107
9.595,-0.515055065
9.6,-0.489273382
9.605,-0.462981753
9.61,-0.437396203
9.615,-0.414507482
9.62,-0.391961994
9.625,-0.370995376
9.63,-0.354520204
9.635,-0.338447105
9.64,-0.322746658
9.645,-0.30769345
9.65,-0.292826569
9.655,-0.278793253
9.66,-0.265122783
9.665,-0.253835329
9.67,-0.242871494
9.675,-0.232868711
9.68,-0.223179741
9.685,-0.214373369
9.69,-0.20614559
9.695,-0.212794498
9.7,-0.216540639
9.705,-0.224405572
9.71,-0.232535285
9.715,-0.240969004
9.72,-0.249657696
9.725,-0.258464067
9.73,-0.266662427
9.735,-0.269467129
9.74,-0.27057528
9.745,-0.271624592
9.75,-0.273026943
9.755,-0.024924582
9.76,-0.015361137
9.765,-0.00996944
9.77,-0.007255744
9.775,-0.006340882
9.78,-0.005458283
9.785,-0.003561775
9.79,0.00101391
9.795,0.004687579
9.8,0.008245726
9.805,0.011408076
9.81,0.014421659
9.815,0.016774275
9.82,0.020235042
9.825,0.024634305
9.83,0.022514107
9.835,0.019988895
9.84,0.017523503
9.845,0.01473253
9.85,0.012050412
9.855,0.009146172
9.86,0.006390798
9.865,3.52E-03
9.87,6.43E-03
9.875,6.84E-03
9.88,4.95E-03
9.885,3.05E-03
9.89,1.34E-03
9.895,-2.45E-04
9.9,-1.65E-03
9.905,-0.002891197
9.91,-0.003969536
9.915,-0.004876651
9.92,-0.005645198
9.925,-0.00625272
9.93,-0.006751584
9.935,-0.007115999
9.94,-0.007401961
9.945,-0.007588484
9.95,-0.007724012
9.955,-0.007796189
9.96,-0.007839926
9.965,-0.007850812
9.97,-0.007849831
9.975,-0.007838161
9.98,-0.007825707
9.985,-0.0078159
9.99,-0.007813154
9.995,-0.007820901
10,-0.007842476
